user_id,Username,anime_id,Anime Title,rating
72,james2k,47,Akira,6
81,Ramp,47,Akira,6
88,wicked2k,47,Akira,8
95,sorairo,47,Akira,7
108,Keitarou,47,Akira,9
110,happykawaiibunny,47,Akira,5
112,luffykun,47,Akira,9
114,bluecc,47,Akira,2
119,Phony2,47,Akira,9
120,hazte,47,Akira,6
138,DanskiJonez,47,Akira,10
157,KobaKoba,47,Akira,8
162,Sigyns,47,Akira,9
208,Arinohyoshi,47,Akira,6
212,eternally,47,Akira,4
223,starhawk,47,Akira,6
242,nagajahat,47,Akira,7
268,Ticat,47,Akira,9
272,Diviance,47,Akira,7
274,flink,47,Akira,9
277,ReKKu,47,Akira,10
282,Hopis,47,Akira,8
292,MSN04,47,Akira,8
293,CraigerRay,47,Akira,10
295,AzraelNewtype,47,Akira,9
297,Muda,47,Akira,8
310,Chazist,47,Akira,3
327,shadowminion,47,Akira,9
333,db,47,Akira,10
341,melange,47,Akira,9
344,shance,47,Akira,7
346,zbarron,47,Akira,8
353,Niccole,47,Akira,6
357,zhambi,47,Akira,7
359,Larsa,47,Akira,9
374,Hemsko,47,Akira,7
376,s0kkiplast,47,Akira,9
380,Kikyo,47,Akira,10
390,martino,47,Akira,7
392,Touhou,47,Akira,5
399,roarg,47,Akira,10
405,algalordvk,47,Akira,6
407,KingKogs,47,Akira,8
413,Wolfdogg,47,Akira,9
415,Valaris,47,Akira,9
424,Yamishimo,47,Akira,10
426,cnsgurl23,47,Akira,8
431,izikiel,47,Akira,8
432,Vendiel,47,Akira,5
434,Gaignun87,47,Akira,9
436,Katsuki,47,Akira,10
448,SJounouchi,47,Akira,7
450,MO2J,47,Akira,4
460,Fehrant,47,Akira,8
467,June,47,Akira,9
476,TheRedSpade,47,Akira,8
480,Sync,47,Akira,10
482,midnightq2,47,Akira,10
483,Mack,47,Akira,2
488,stoneblade,47,Akira,8
492,Tasura,47,Akira,9
499,cyborg,47,Akira,9
504,JusticeGundam,47,Akira,9
507,slush,47,Akira,9
508,Dawlight,47,Akira,7
512,Champloon,47,Akira,9
514,MarzipanNeko,47,Akira,6
524,starwind,47,Akira,9
529,Keyblader24,47,Akira,9
540,Vertago,47,Akira,7
557,Renwin,47,Akira,10
560,Kouy,47,Akira,8
561,Ishiyumi,47,Akira,9
595,VnTB,47,Akira,6
596,TatsubeiYagyu,47,Akira,9
607,Lord_Vegita,47,Akira,9
608,kittenbitten,47,Akira,4
609,Canal,47,Akira,5
612,Rekka,47,Akira,10
614,fluffyanimals,47,Akira,7
615,Yojiro,47,Akira,7
618,flo,47,Akira,10
628,Velcor,47,Akira,9
632,aisakku,47,Akira,6
634,Deithwen,47,Akira,7
638,NaughtyCalibur,47,Akira,9
642,rd4everanime,47,Akira,7
648,Mumei,47,Akira,9
657,Wind,47,Akira,9
658,Gemelle,47,Akira,3
661,denkosensei,47,Akira,6
677,tristanelf,47,Akira,6
682,zonnikku,47,Akira,10
683,Phate,47,Akira,10
689,dnt,47,Akira,8
695,linoleumxx,47,Akira,6
701,ShikiYukishiro,47,Akira,6
706,therubicon,47,Akira,6
721,Sayosi,47,Akira,5
728,Wickio,47,Akira,10
730,KenjiSayatome,47,Akira,9
734,Baka_Ichigo,47,Akira,9
736,DistinctlyBenign,47,Akira,9
738,Seanfirestarter,47,Akira,10
760,rubberluffy,47,Akira,7
761,Silver,47,Akira,7
767,alfe,47,Akira,6
813,willkillall,47,Akira,10
827,Chihaya__,47,Akira,7
831,timbitstootsie,47,Akira,8
835,Night_Demon,47,Akira,9
843,Condoriano,47,Akira,6
847,Quajafrie,47,Akira,8
848,Shinigami,47,Akira,7
854,Z0C,47,Akira,10
860,peipei,47,Akira,9
867,medusah,47,Akira,8
870,irisnemesis,47,Akira,7
877,SukieNeko,47,Akira,7
891,majikkou,47,Akira,8
902,Late,47,Akira,7
903,led,47,Akira,6
914,Vajra,47,Akira,7
921,kio,47,Akira,8
922,scorpedo,47,Akira,5
925,lizzard,47,Akira,8
932,DHD_anime,47,Akira,10
943,itainteazy,47,Akira,8
945,BulletproofSoul,47,Akira,10
947,datdo,47,Akira,6
962,Crospi,47,Akira,10
963,elevenletters,47,Akira,5
971,neamon,47,Akira,7
979,dreddbull,47,Akira,8
983,VyseN,47,Akira,10
999,MasterShredder,47,Akira,8
1,Xinil,57,Beck,9
23,Amuro,57,Beck,6
48,seif,57,Beck,5
66,Hiromi,57,Beck,8
67,ShadowOz,57,Beck,10
70,Cruzle,57,Beck,9
81,Ramp,57,Beck,4
82,Achtor,57,Beck,8
88,wicked2k,57,Beck,9
91,marvin_9martian,57,Beck,9
119,Phony2,57,Beck,8
120,hazte,57,Beck,7
133,Ritsuka,57,Beck,10
162,Sigyns,57,Beck,9
185,Fador,57,Beck,7
242,nagajahat,57,Beck,9
254,Ayu,57,Beck,4
258,Zan,57,Beck,10
268,Ticat,57,Beck,9
297,Muda,57,Beck,7
312,Zylix,57,Beck,8
333,db,57,Beck,8
336,Skyw4lker,57,Beck,9
356,iglified,57,Beck,10
357,zhambi,57,Beck,6
359,Larsa,57,Beck,8
374,Hemsko,57,Beck,8
375,Aiko,57,Beck,10
376,s0kkiplast,57,Beck,8
384,Rie,57,Beck,8
399,roarg,57,Beck,10
410,Meow,57,Beck,9
415,Valaris,57,Beck,10
417,virusmyrus,57,Beck,7
424,Yamishimo,57,Beck,7
426,cnsgurl23,57,Beck,10
428,NoeinHOLiC,57,Beck,10
429,Karatekatten,57,Beck,9
436,Katsuki,57,Beck,8
448,SJounouchi,57,Beck,9
460,Fehrant,57,Beck,9
465,bloody,57,Beck,8
467,June,57,Beck,10
475,Ducky,57,Beck,10
480,Sync,57,Beck,10
508,Dawlight,57,Beck,8
514,MarzipanNeko,57,Beck,9
521,Amurko,57,Beck,5
524,starwind,57,Beck,9
532,sajto,57,Beck,10
540,Vertago,57,Beck,8
554,manateegirl,57,Beck,10
558,zanmato666,57,Beck,9
561,Ishiyumi,57,Beck,10
564,NiLka,57,Beck,9
574,Kirox,57,Beck,8
575,khyos,57,Beck,10
591,darthhowie,57,Beck,9
592,Enna,57,Beck,7
595,VnTB,57,Beck,7
598,Braveone,57,Beck,8
607,Lord_Vegita,57,Beck,9
609,Canal,57,Beck,6
618,flo,57,Beck,10
634,Deithwen,57,Beck,8
657,Wind,57,Beck,8
682,zonnikku,57,Beck,9
683,Phate,57,Beck,10
720,CoolCly,57,Beck,9
727,sxpeders,57,Beck,10
728,Wickio,57,Beck,8
753,tajad0l,57,Beck,9
754,Mist_,57,Beck,8
756,SkyDragon,57,Beck,10
757,Cidfan,57,Beck,8
760,rubberluffy,57,Beck,9
766,Locrian,57,Beck,10
767,alfe,57,Beck,7
776,lecor,57,Beck,10
784,Adila,57,Beck,9
791,Kuisanagi,57,Beck,7
813,willkillall,57,Beck,10
817,AKIO-NOIR,57,Beck,8
831,timbitstootsie,57,Beck,8
835,Night_Demon,57,Beck,9
840,Dragon_Empress,57,Beck,8
859,Sora_Li,57,Beck,7
870,irisnemesis,57,Beck,10
902,Late,57,Beck,10
903,led,57,Beck,7
922,scorpedo,57,Beck,9
925,lizzard,57,Beck,9
943,itainteazy,57,Beck,9
960,niwasatou,57,Beck,7
983,VyseN,57,Beck,9
1,Xinil,889,Black Lagoon,9
4,Crystal,889,Black Lagoon,7
20,vondur,889,Black Lagoon,9
23,Amuro,889,Black Lagoon,9
48,seif,889,Black Lagoon,7
70,Cruzle,889,Black Lagoon,6
72,james2k,889,Black Lagoon,9
82,Achtor,889,Black Lagoon,8
83,jaames,889,Black Lagoon,9
88,wicked2k,889,Black Lagoon,9
119,Phony2,889,Black Lagoon,10
138,DanskiJonez,889,Black Lagoon,9
208,Arinohyoshi,889,Black Lagoon,9
222,Notrik,889,Black Lagoon,10
258,Zan,889,Black Lagoon,10
268,Ticat,889,Black Lagoon,10
271,Divine,889,Black Lagoon,8
274,flink,889,Black Lagoon,9
282,Hopis,889,Black Lagoon,10
292,MSN04,889,Black Lagoon,9
297,Muda,889,Black Lagoon,8
300,Vire,889,Black Lagoon,9
310,Chazist,889,Black Lagoon,9
333,db,889,Black Lagoon,8
336,Skyw4lker,889,Black Lagoon,9
341,melange,889,Black Lagoon,8
347,troublesome4u,889,Black Lagoon,9
353,Niccole,889,Black Lagoon,10
356,iglified,889,Black Lagoon,7
357,zhambi,889,Black Lagoon,7
359,Larsa,889,Black Lagoon,8
374,Hemsko,889,Black Lagoon,8
375,Aiko,889,Black Lagoon,8
384,Rie,889,Black Lagoon,8
390,martino,889,Black Lagoon,8
392,Touhou,889,Black Lagoon,8
401,zylias,889,Black Lagoon,9
407,KingKogs,889,Black Lagoon,9
417,virusmyrus,889,Black Lagoon,9
424,Yamishimo,889,Black Lagoon,9
428,NoeinHOLiC,889,Black Lagoon,9
431,izikiel,889,Black Lagoon,9
434,Gaignun87,889,Black Lagoon,7
448,SJounouchi,889,Black Lagoon,8
460,Fehrant,889,Black Lagoon,9
462,UndyingQueen,889,Black Lagoon,10
465,bloody,889,Black Lagoon,9
467,June,889,Black Lagoon,9
476,TheRedSpade,889,Black Lagoon,10
480,Sync,889,Black Lagoon,9
504,JusticeGundam,889,Black Lagoon,9
506,Expression,889,Black Lagoon,6
508,Dawlight,889,Black Lagoon,8
512,Champloon,889,Black Lagoon,9
514,MarzipanNeko,889,Black Lagoon,9
527,wildinferno16,889,Black Lagoon,10
540,Vertago,889,Black Lagoon,7
549,dotGif,889,Black Lagoon,9
558,zanmato666,889,Black Lagoon,8
559,Gyad,889,Black Lagoon,6
561,Ishiyumi,889,Black Lagoon,8
574,Kirox,889,Black Lagoon,7
575,khyos,889,Black Lagoon,8
598,Braveone,889,Black Lagoon,7
607,Lord_Vegita,889,Black Lagoon,9
608,kittenbitten,889,Black Lagoon,7
609,Canal,889,Black Lagoon,7
612,Rekka,889,Black Lagoon,8
614,fluffyanimals,889,Black Lagoon,9
615,Yojiro,889,Black Lagoon,8
616,Darki,889,Black Lagoon,8
628,Velcor,889,Black Lagoon,10
636,Rampage202,889,Black Lagoon,9
648,Mumei,889,Black Lagoon,8
652,Wyko,889,Black Lagoon,8
661,denkosensei,889,Black Lagoon,9
675,Arctic,889,Black Lagoon,9
689,dnt,889,Black Lagoon,10
690,Ferdinand,889,Black Lagoon,6
701,ShikiYukishiro,889,Black Lagoon,9
706,therubicon,889,Black Lagoon,5
721,Sayosi,889,Black Lagoon,10
727,sxpeders,889,Black Lagoon,10
730,KenjiSayatome,889,Black Lagoon,9
747,soyo,889,Black Lagoon,8
753,tajad0l,889,Black Lagoon,8
756,SkyDragon,889,Black Lagoon,9
757,Cidfan,889,Black Lagoon,8
760,rubberluffy,889,Black Lagoon,10
762,Porumy,889,Black Lagoon,9
766,Locrian,889,Black Lagoon,9
767,alfe,889,Black Lagoon,9
776,lecor,889,Black Lagoon,8
791,Kuisanagi,889,Black Lagoon,9
812,Sabas,889,Black Lagoon,8
813,willkillall,889,Black Lagoon,10
815,Bobbert,889,Black Lagoon,9
817,AKIO-NOIR,889,Black Lagoon,8
831,timbitstootsie,889,Black Lagoon,8
835,Night_Demon,889,Black Lagoon,7
840,Dragon_Empress,889,Black Lagoon,9
843,Condoriano,889,Black Lagoon,7
854,Z0C,889,Black Lagoon,10
886,vrdabomb5717,889,Black Lagoon,9
898,nullcontext,889,Black Lagoon,7
902,Late,889,Black Lagoon,9
906,dmv915,889,Black Lagoon,9
912,Keiyori,889,Black Lagoon,8
914,Vajra,889,Black Lagoon,7
921,kio,889,Black Lagoon,8
922,scorpedo,889,Black Lagoon,8
925,lizzard,889,Black Lagoon,6
928,macskeptic,889,Black Lagoon,7
930,Mephidro,889,Black Lagoon,9
943,itainteazy,889,Black Lagoon,9
945,BulletproofSoul,889,Black Lagoon,9
954,bitsmart,889,Black Lagoon,9
962,Crospi,889,Black Lagoon,6
966,shoalkip,889,Black Lagoon,8
969,blueskycomplex,889,Black Lagoon,9
971,neamon,889,Black Lagoon,7
979,dreddbull,889,Black Lagoon,9
988,Hirako,889,Black Lagoon,8
989,Virems,889,Black Lagoon,9
1,Xinil,1519,Black Lagoon: The Second Barrage,7
20,vondur,1519,Black Lagoon: The Second Barrage,9
23,Amuro,1519,Black Lagoon: The Second Barrage,9
48,seif,1519,Black Lagoon: The Second Barrage,9
70,Cruzle,1519,Black Lagoon: The Second Barrage,6
72,james2k,1519,Black Lagoon: The Second Barrage,9
81,Ramp,1519,Black Lagoon: The Second Barrage,8
82,Achtor,1519,Black Lagoon: The Second Barrage,8
88,wicked2k,1519,Black Lagoon: The Second Barrage,9
119,Phony2,1519,Black Lagoon: The Second Barrage,9
208,Arinohyoshi,1519,Black Lagoon: The Second Barrage,9
222,Notrik,1519,Black Lagoon: The Second Barrage,10
258,Zan,1519,Black Lagoon: The Second Barrage,10
268,Ticat,1519,Black Lagoon: The Second Barrage,9
271,Divine,1519,Black Lagoon: The Second Barrage,8
274,flink,1519,Black Lagoon: The Second Barrage,9
282,Hopis,1519,Black Lagoon: The Second Barrage,10
292,MSN04,1519,Black Lagoon: The Second Barrage,7
297,Muda,1519,Black Lagoon: The Second Barrage,8
300,Vire,1519,Black Lagoon: The Second Barrage,8
310,Chazist,1519,Black Lagoon: The Second Barrage,9
333,db,1519,Black Lagoon: The Second Barrage,7
336,Skyw4lker,1519,Black Lagoon: The Second Barrage,9
341,melange,1519,Black Lagoon: The Second Barrage,8
347,troublesome4u,1519,Black Lagoon: The Second Barrage,8
353,Niccole,1519,Black Lagoon: The Second Barrage,10
357,zhambi,1519,Black Lagoon: The Second Barrage,8
359,Larsa,1519,Black Lagoon: The Second Barrage,8
374,Hemsko,1519,Black Lagoon: The Second Barrage,8
390,martino,1519,Black Lagoon: The Second Barrage,8
392,Touhou,1519,Black Lagoon: The Second Barrage,8
401,zylias,1519,Black Lagoon: The Second Barrage,9
407,KingKogs,1519,Black Lagoon: The Second Barrage,8
417,virusmyrus,1519,Black Lagoon: The Second Barrage,7
424,Yamishimo,1519,Black Lagoon: The Second Barrage,9
428,NoeinHOLiC,1519,Black Lagoon: The Second Barrage,8
431,izikiel,1519,Black Lagoon: The Second Barrage,8
434,Gaignun87,1519,Black Lagoon: The Second Barrage,6
448,SJounouchi,1519,Black Lagoon: The Second Barrage,8
460,Fehrant,1519,Black Lagoon: The Second Barrage,8
462,UndyingQueen,1519,Black Lagoon: The Second Barrage,10
465,bloody,1519,Black Lagoon: The Second Barrage,10
467,June,1519,Black Lagoon: The Second Barrage,9
476,TheRedSpade,1519,Black Lagoon: The Second Barrage,10
504,JusticeGundam,1519,Black Lagoon: The Second Barrage,9
506,Expression,1519,Black Lagoon: The Second Barrage,6
508,Dawlight,1519,Black Lagoon: The Second Barrage,8
512,Champloon,1519,Black Lagoon: The Second Barrage,9
514,MarzipanNeko,1519,Black Lagoon: The Second Barrage,8
527,wildinferno16,1519,Black Lagoon: The Second Barrage,10
540,Vertago,1519,Black Lagoon: The Second Barrage,8
549,dotGif,1519,Black Lagoon: The Second Barrage,9
558,zanmato666,1519,Black Lagoon: The Second Barrage,7
561,Ishiyumi,1519,Black Lagoon: The Second Barrage,9
574,Kirox,1519,Black Lagoon: The Second Barrage,7
575,khyos,1519,Black Lagoon: The Second Barrage,8
598,Braveone,1519,Black Lagoon: The Second Barrage,7
608,kittenbitten,1519,Black Lagoon: The Second Barrage,7
609,Canal,1519,Black Lagoon: The Second Barrage,6
614,fluffyanimals,1519,Black Lagoon: The Second Barrage,10
615,Yojiro,1519,Black Lagoon: The Second Barrage,8
616,Darki,1519,Black Lagoon: The Second Barrage,8
628,Velcor,1519,Black Lagoon: The Second Barrage,9
636,Rampage202,1519,Black Lagoon: The Second Barrage,6
648,Mumei,1519,Black Lagoon: The Second Barrage,8
652,Wyko,1519,Black Lagoon: The Second Barrage,8
661,denkosensei,1519,Black Lagoon: The Second Barrage,9
675,Arctic,1519,Black Lagoon: The Second Barrage,7
689,dnt,1519,Black Lagoon: The Second Barrage,9
690,Ferdinand,1519,Black Lagoon: The Second Barrage,8
701,ShikiYukishiro,1519,Black Lagoon: The Second Barrage,7
721,Sayosi,1519,Black Lagoon: The Second Barrage,10
730,KenjiSayatome,1519,Black Lagoon: The Second Barrage,9
753,tajad0l,1519,Black Lagoon: The Second Barrage,8
756,SkyDragon,1519,Black Lagoon: The Second Barrage,7
757,Cidfan,1519,Black Lagoon: The Second Barrage,8
760,rubberluffy,1519,Black Lagoon: The Second Barrage,10
762,Porumy,1519,Black Lagoon: The Second Barrage,9
766,Locrian,1519,Black Lagoon: The Second Barrage,10
767,alfe,1519,Black Lagoon: The Second Barrage,9
791,Kuisanagi,1519,Black Lagoon: The Second Barrage,9
812,Sabas,1519,Black Lagoon: The Second Barrage,8
813,willkillall,1519,Black Lagoon: The Second Barrage,10
817,AKIO-NOIR,1519,Black Lagoon: The Second Barrage,8
831,timbitstootsie,1519,Black Lagoon: The Second Barrage,9
835,Night_Demon,1519,Black Lagoon: The Second Barrage,8
840,Dragon_Empress,1519,Black Lagoon: The Second Barrage,8
886,vrdabomb5717,1519,Black Lagoon: The Second Barrage,8
902,Late,1519,Black Lagoon: The Second Barrage,8
912,Keiyori,1519,Black Lagoon: The Second Barrage,8
914,Vajra,1519,Black Lagoon: The Second Barrage,7
921,kio,1519,Black Lagoon: The Second Barrage,8
922,scorpedo,1519,Black Lagoon: The Second Barrage,7
928,macskeptic,1519,Black Lagoon: The Second Barrage,7
930,Mephidro,1519,Black Lagoon: The Second Barrage,9
954,bitsmart,1519,Black Lagoon: The Second Barrage,9
962,Crospi,1519,Black Lagoon: The Second Barrage,6
966,shoalkip,1519,Black Lagoon: The Second Barrage,8
969,blueskycomplex,1519,Black Lagoon: The Second Barrage,9
979,dreddbull,1519,Black Lagoon: The Second Barrage,9
988,Hirako,1519,Black Lagoon: The Second Barrage,8
989,Virems,1519,Black Lagoon: The Second Barrage,9
1,Xinil,1575,Code Geass: Hangyaku no Lelouch,8
4,Crystal,1575,Code Geass: Hangyaku no Lelouch,8
20,vondur,1575,Code Geass: Hangyaku no Lelouch,8
23,Amuro,1575,Code Geass: Hangyaku no Lelouch,8
47,kei-clone,1575,Code Geass: Hangyaku no Lelouch,8
48,seif,1575,Code Geass: Hangyaku no Lelouch,7
66,Hiromi,1575,Code Geass: Hangyaku no Lelouch,9
70,Cruzle,1575,Code Geass: Hangyaku no Lelouch,7
71,Smoka,1575,Code Geass: Hangyaku no Lelouch,6
81,Ramp,1575,Code Geass: Hangyaku no Lelouch,9
82,Achtor,1575,Code Geass: Hangyaku no Lelouch,9
114,bluecc,1575,Code Geass: Hangyaku no Lelouch,6
133,Ritsuka,1575,Code Geass: Hangyaku no Lelouch,8
157,KobaKoba,1575,Code Geass: Hangyaku no Lelouch,10
162,Sigyns,1575,Code Geass: Hangyaku no Lelouch,8
163,Holzy,1575,Code Geass: Hangyaku no Lelouch,7
208,Arinohyoshi,1575,Code Geass: Hangyaku no Lelouch,7
212,eternally,1575,Code Geass: Hangyaku no Lelouch,9
222,Notrik,1575,Code Geass: Hangyaku no Lelouch,9
258,Zan,1575,Code Geass: Hangyaku no Lelouch,10
268,Ticat,1575,Code Geass: Hangyaku no Lelouch,8
274,flink,1575,Code Geass: Hangyaku no Lelouch,10
277,ReKKu,1575,Code Geass: Hangyaku no Lelouch,7
282,Hopis,1575,Code Geass: Hangyaku no Lelouch,10
292,MSN04,1575,Code Geass: Hangyaku no Lelouch,8
295,AzraelNewtype,1575,Code Geass: Hangyaku no Lelouch,9
297,Muda,1575,Code Geass: Hangyaku no Lelouch,7
310,Chazist,1575,Code Geass: Hangyaku no Lelouch,10
333,db,1575,Code Geass: Hangyaku no Lelouch,6
336,Skyw4lker,1575,Code Geass: Hangyaku no Lelouch,8
341,melange,1575,Code Geass: Hangyaku no Lelouch,6
346,zbarron,1575,Code Geass: Hangyaku no Lelouch,9
353,Niccole,1575,Code Geass: Hangyaku no Lelouch,9
357,zhambi,1575,Code Geass: Hangyaku no Lelouch,8
359,Larsa,1575,Code Geass: Hangyaku no Lelouch,9
368,Masterface7,1575,Code Geass: Hangyaku no Lelouch,8
374,Hemsko,1575,Code Geass: Hangyaku no Lelouch,9
375,Aiko,1575,Code Geass: Hangyaku no Lelouch,9
384,Rie,1575,Code Geass: Hangyaku no Lelouch,9
390,martino,1575,Code Geass: Hangyaku no Lelouch,8
392,Touhou,1575,Code Geass: Hangyaku no Lelouch,8
396,Sources,1575,Code Geass: Hangyaku no Lelouch,5
401,zylias,1575,Code Geass: Hangyaku no Lelouch,10
415,Valaris,1575,Code Geass: Hangyaku no Lelouch,9
424,Yamishimo,1575,Code Geass: Hangyaku no Lelouch,7
425,djc89,1575,Code Geass: Hangyaku no Lelouch,10
426,cnsgurl23,1575,Code Geass: Hangyaku no Lelouch,9
428,NoeinHOLiC,1575,Code Geass: Hangyaku no Lelouch,9
431,izikiel,1575,Code Geass: Hangyaku no Lelouch,8
432,Vendiel,1575,Code Geass: Hangyaku no Lelouch,7
434,Gaignun87,1575,Code Geass: Hangyaku no Lelouch,9
436,Katsuki,1575,Code Geass: Hangyaku no Lelouch,8
448,SJounouchi,1575,Code Geass: Hangyaku no Lelouch,8
458,nika,1575,Code Geass: Hangyaku no Lelouch,9
465,bloody,1575,Code Geass: Hangyaku no Lelouch,10
467,June,1575,Code Geass: Hangyaku no Lelouch,8
475,Ducky,1575,Code Geass: Hangyaku no Lelouch,7
476,TheRedSpade,1575,Code Geass: Hangyaku no Lelouch,10
480,Sync,1575,Code Geass: Hangyaku no Lelouch,6
492,Tasura,1575,Code Geass: Hangyaku no Lelouch,8
504,JusticeGundam,1575,Code Geass: Hangyaku no Lelouch,6
506,Expression,1575,Code Geass: Hangyaku no Lelouch,9
508,Dawlight,1575,Code Geass: Hangyaku no Lelouch,9
512,Champloon,1575,Code Geass: Hangyaku no Lelouch,9
514,MarzipanNeko,1575,Code Geass: Hangyaku no Lelouch,6
524,starwind,1575,Code Geass: Hangyaku no Lelouch,8
527,wildinferno16,1575,Code Geass: Hangyaku no Lelouch,10
540,Vertago,1575,Code Geass: Hangyaku no Lelouch,9
549,dotGif,1575,Code Geass: Hangyaku no Lelouch,9
554,manateegirl,1575,Code Geass: Hangyaku no Lelouch,9
557,Renwin,1575,Code Geass: Hangyaku no Lelouch,6
558,zanmato666,1575,Code Geass: Hangyaku no Lelouch,9
559,Gyad,1575,Code Geass: Hangyaku no Lelouch,8
561,Ishiyumi,1575,Code Geass: Hangyaku no Lelouch,10
564,NiLka,1575,Code Geass: Hangyaku no Lelouch,10
574,Kirox,1575,Code Geass: Hangyaku no Lelouch,9
575,khyos,1575,Code Geass: Hangyaku no Lelouch,9
592,Enna,1575,Code Geass: Hangyaku no Lelouch,8
595,VnTB,1575,Code Geass: Hangyaku no Lelouch,8
